dataset_id	method_id	dataset_orig_id	dataset_subtask	dataset_phase	dataset_source	dataset_geo_id	dataset_organism	dataset_num_cells	dataset_num_features_mod1	dataset_mod1_modality	dataset_num_batches	dataset_num_cell_types	dataset_num_features_mod2	dataset_mod2_modality	method_task	method_label	method_description	method_maintainer	method_num_authors	method_language	method_type	method_doi	metric_id	value
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.9695566827650632
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.8763184445707995
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	graph_conn	0.5788293679105682
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	graph_conn	0.20169687949181475
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	graph_conn	0.04293858782912876
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	latent_mixing	-1
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	latent_mixing	-1
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	latent_mixing	-1
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	latent_mixing	-1
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	latent_mixing	-1
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.6759405823055498
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.79358103731944
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.6168323183426263
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.6684663034143875
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	nmi	0.01986997621029626
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	nmi	0.03375855850367901
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.6274019348396033
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.6883596730561636
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.6060022449174503
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	nmi	0.6566363419079222
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	nmi	0.01606430675162064
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	nmi	0.02628442931157656
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_batch_error	0
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_batch_error	0
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_batch_error	0
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_batch_error	0
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_batch_error	0
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_celltype_accuracy	0
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimeadt_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	rfoob_pseudotimegex_rsq	-1
openproblems_bmmc_cite_phase1_JE	baseline_lmds	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0.6861586241138321
openproblems_bmmc_cite_phase1_JE	baseline_mnn	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0.7765650216660712
openproblems_bmmc_cite_phase1_JE	baseline_pca	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0.7693872244646645
openproblems_bmmc_cite_phase1_JE	baseline_umap	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0.689571948562318
openproblems_bmmc_cite_phase1_JE	dummy_random	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	ti_cons_ADT_ATAC	0.5020195038128239
openproblems_bmmc_cite_phase1_JE	dummy_zeros	openproblems_bmmc_cite_phase1	ADT	phase1	openproblems	NA	human	43976	13953	GEX	6	46	134	ADT	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	ti_cons_ADT_ATAC	0.4923444105601942
openproblems_bmmc_multiome_phase1_JE	baseline_lmds	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	LMDS	Landmark MDS dimensionality reduction on the Spearman distance.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0.8119606764080098
openproblems_bmmc_multiome_phase1_JE	baseline_mnn	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	MNN	Mutual nearest neighbors correction followed by PCA.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0.8209700510058721
openproblems_bmmc_multiome_phase1_JE	baseline_pca	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	PCA	PCA dimensionality reduction.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0.7912582156425694
openproblems_bmmc_multiome_phase1_JE	baseline_umap	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	UMAP	UMAP dimensionality reduction on the Euclidean distance.	Robrecht Cannoodt	1	r	baseline	NA	ti_cons_ADT_ATAC	0
openproblems_bmmc_multiome_phase1_JE	dummy_random	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Normal Dist.	Generate a random embedding from a normal distribution.	Alex Tong	2	python	negative_control	NA	ti_cons_ADT_ATAC	0.49899716370994746
openproblems_bmmc_multiome_phase1_JE	dummy_zeros	openproblems_bmmc_multiome_phase1	ATAC	phase1	openproblems	NA	human	22463	13431	GEX	5	21	116490	ATAC	joint_embedding	Zeros	Generate an embedding containing only zero values.	Alex Tong	2	python	negative_control	NA	ti_cons_ADT_ATAC	0.5127487032127258
